Office of Occupational Statistics and Employment Projections,,,,,,,,,
As of 8/29/2024,,,,,,,,,
O*NET-SOC and National Employment Matrix (NEM) equivalents with Occupational Outlook Handbook coverage,,,,,,,,,
Sort Order,O*NET-SOC Code,O*NET-SOC Title,NEM Code,National Employment Matrix Occupational Title,OOH Profile Code,OOH Profile Title,OOH Occupation Group,OOH Occupation Group (brief),OOH Profile Website
889,51-7021.00,Furniture Finishers,51-7021,Furniture finishers,B300,Woodworkers,Production,Production,https://www.bls.gov/OOH/production/woodworkers.htm
890,51-7031.00,"Model Makers, Wood",51-7031,"Model makers, wood",—,—,—,—,—
891,51-7032.00,"Patternmakers, Wood",51-7032,"Patternmakers, wood",—,—,—,—,—
892,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",51-7041,"Sawing machine setters, operators, and tenders, wood",B300,Woodworkers,Production,Production,https://www.bls.gov/OOH/production/woodworkers.htm
893,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",51-7042,"Woodworking machine setters, operators, and tenders, except sawing",B300,Woodworkers,Production,Production,https://www.bls.gov/OOH/production/woodworkers.htm
894,51-7099.00,"Woodworkers, All Other",51-7099,"Woodworkers, all other",—,—,—,—,—
895,51-8011.00,Nuclear Power Reactor Operators,51-8011,Nuclear power reactor operators,B301,"Power plant operators, distributors, and dispatchers",Production,Production,https://www.bls.gov/OOH/production/power-plant-operators-distributors-and-dispatchers.htm
896,51-8012.00,Power Distributors and Dispatchers,51-8012,Power distributors and dispatchers,B301,"Power plant operators, distributors, and dispatchers",Production,Production,https://www.bls.gov/OOH/production/power-plant-operators-distributors-and-dispatchers.htm
897,51-8013.00,Power Plant Operators,51-8013,Power plant operators,B301,"Power plant operators, distributors, and dispatchers",Production,Production,https://www.bls.gov/OOH/production/power-plant-operators-distributors-and-dispatchers.htm
898,51-8013.03,Biomass Plant Technicians,51-8013,Power plant operators,B301,"Power plant operators, distributors, and dispatchers",Production,Production,https://www.bls.gov/OOH/production/power-plant-operators-distributors-and-dispatchers.htm
899,51-8013.04,Hydroelectric Plant Technicians,51-8013,Power plant operators,B301,"Power plant operators, distributors, and dispatchers",Production,Production,https://www.bls.gov/OOH/production/power-plant-operators-distributors-and-dispatchers.htm
900,51-8021.00,Stationary Engineers and Boiler Operators,51-8021,Stationary engineers and boiler operators,B303,Stationary engineers and boiler operators,Production,Production,https://www.bls.gov/OOH/production/stationary-engineers-and-boiler-operators.htm
901,51-8031.00,Water and Wastewater Treatment Plant and System Operators,51-8031,Water and wastewater treatment plant and system operators,B304,Water and wastewater treatment plant and system operators,Production,Production,https://www.bls.gov/OOH/production/water-and-wastewater-treatment-plant-and-system-operators.htm
902,51-8091.00,Chemical Plant and System Operators,51-8091,Chemical plant and system operators,—,—,—,—,—
903,51-8092.00,Gas Plant Operators,51-8092,Gas plant operators,—,—,—,—,—
904,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",51-8093,"Petroleum pump system operators, refinery operators, and gaugers",—,—,—,—,—
905,51-8099.00,"Plant and System Operators, All Other",51-8099,"Plant and system operators, all other",—,—,—,—,—
906,51-8099.01,Biofuels Processing Technicians,51-8099,"Plant and system operators, all other",—,—,—,—,—
907,51-9011.00,Chemical Equipment Operators and Tenders,51-9011,Chemical equipment operators and tenders,—,—,—,—,—
908,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",—,—,—,—,—
909,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",—,—,—,—,—
910,51-9022.00,"Grinding and Polishing Workers, Hand",51-9022,"Grinding and polishing workers, hand",—,—,—,—,—
911,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023,"Mixing and blending machine setters, operators, and tenders",—,—,—,—,—
912,51-9031.00,"Cutters and Trimmers, Hand",51-9031,"Cutters and trimmers, hand",—,—,—,—,—
913,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",51-9032,"Cutting and slicing machine setters, operators, and tenders",—,—,—,—,—
914,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",—,—,—,—,—
915,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",—,—,—,—,—
916,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-9061,"Inspectors, testers, sorters, samplers, and weighers",B306,Quality control inspectors,Production,Production,https://www.bls.gov/OOH/production/quality-control-inspectors.htm
917,51-9071.00,Jewelers and Precious Stone and Metal Workers,51-9071,Jewelers and precious stone and metal workers,B307,Jewelers and precious stone and metal workers,Production,Production,https://www.bls.gov/OOH/production/jewelers-and-precious-stone-and-metal-workers.htm
918,51-9071.06,Gem and Diamond Workers,51-9071,Jewelers and precious stone and metal workers,B307,Jewelers and precious stone and metal workers,Production,Production,https://www.bls.gov/OOH/production/jewelers-and-precious-stone-and-metal-workers.htm
919,51-9081.00,Dental Laboratory Technicians,51-9081,Dental laboratory technicians,B308,Dental and ophthalmic laboratory technicians and medical appliance technicians,Production,Production,https://www.bls.gov/OOH/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm
920,51-9082.00,Medical Appliance Technicians,51-9082,Medical appliance technicians,B308,Dental and ophthalmic laboratory technicians and medical appliance technicians,Production,Production,https://www.bls.gov/OOH/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm
921,51-9083.00,Ophthalmic Laboratory Technicians,51-9083,Ophthalmic laboratory technicians,B308,Dental and ophthalmic laboratory technicians and medical appliance technicians,Production,Production,https://www.bls.gov/OOH/production/dental-and-ophthalmic-laboratory-technicians-and-medical-appliance-technicians.htm
922,51-9111.00,Packaging and Filling Machine Operators and Tenders,51-9111,Packaging and filling machine operators and tenders,—,—,—,—,—
923,51-9123.00,"Painting, Coating, and Decorating Workers",51-9123,"Painting, coating, and decorating workers",B386,Painting and coating workers,Production,Production,https://www.bls.gov/OOH/production/painting-and-coating-workers.htm
924,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",51-9124,"Coating, painting, and spraying machine setters, operators, and tenders",B386,Painting and coating workers,Production,Production,https://www.bls.gov/OOH/production/painting-and-coating-workers.htm
925,51-9141.00,Semiconductor Processing Technicians,51-9141,Semiconductor processing technicians,B408,Semiconductor processing technicians,Production,Production,https://www.bls.gov/OOH/production/semiconductor-processing-technicians-.htm
926,51-9151.00,Photographic Process Workers and Processing Machine Operators,51-9151,Photographic process workers and processing machine operators,—,—,—,—,—
927,51-9161.00,Computer Numerically Controlled Tool Operators,51-9161,Computer numerically controlled tool operators,B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
928,51-9162.00,Computer Numerically Controlled Tool Programmers,51-9162,Computer numerically controlled tool programmers,B296,Metal and plastic machine workers,Production,Production,https://www.bls.gov/OOH/production/metal-and-plastic-machine-workers.htm
929,51-9191.00,Adhesive Bonding Machine Operators and Tenders,51-9191,Adhesive bonding machine operators and tenders,—,—,—,—,—
930,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",—,—,—,—,—
931,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,51-9193,Cooling and freezing equipment operators and tenders,—,—,—,—,—
932,51-9194.00,Etchers and Engravers,51-9194,Etchers and engravers,—,—,—,—,—
933,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195,"Molders, shapers, and casters, except metal and plastic",—,—,—,—,—
934,51-9195.03,"Stone Cutters and Carvers, Manufacturing",51-9195,"Molders, shapers, and casters, except metal and plastic",—,—,—,—,—
935,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",51-9195,"Molders, shapers, and casters, except metal and plastic",—,—,—,—,—
936,51-9195.05,"Potters, Manufacturing",51-9195,"Molders, shapers, and casters, except metal and plastic",—,—,—,—,—
937,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",51-9196,"Paper goods machine setters, operators, and tenders",—,—,—,—,—
938,51-9197.00,Tire Builders,51-9197,Tire builders,—,—,—,—,—
939,51-9198.00,Helpers--Production Workers,51-9198,Helpers--production workers,—,—,—,—,—
940,51-9199.00,"Production Workers, All Other",51-9199,"Production workers, all other",—,—,—,—,—
941,53-1041.00,Aircraft Cargo Handling Supervisors,53-1041,Aircraft cargo handling supervisors,—,—,—,—,—
942,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,—,—,—,—
943,53-1042.01,Recycling Coordinators,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,—,—,—,—
944,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,—,—,—,—
945,53-1044.00,First-Line Supervisors of Passenger Attendants,53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,—,—,—,—
946,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",—,—,—,—,—
947,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",53-2011,"Airline pilots, copilots, and flight engineers",B311,Airline and commercial pilots,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/airline-and-commercial-pilots.htm
948,53-2012.00,Commercial Pilots,53-2012,Commercial pilots,B311,Airline and commercial pilots,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/airline-and-commercial-pilots.htm
949,53-2021.00,Air Traffic Controllers,53-2021,Air traffic controllers,B312,Air traffic controllers,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/air-traffic-controllers.htm
950,53-2022.00,Airfield Operations Specialists,53-2022,Airfield operations specialists,—,—,—,—,—
951,53-2031.00,Flight Attendants,53-2031,Flight attendants,B232,Flight attendants,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/flight-attendants.htm
952,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",53-3011,"Ambulance drivers and attendants, except emergency medical technicians",—,—,—,—,—
953,53-3031.00,Driver/Sales Workers,53-3031,Driver/sales workers,B314,Delivery truck drivers and driver/sales workers,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm
954,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3032,Heavy and tractor-trailer truck drivers,B315,Heavy and tractor-trailer truck drivers,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/heavy-and-tractor-trailer-truck-drivers.htm
955,53-3033.00,Light Truck Drivers,53-3033,Light truck drivers,B314,Delivery truck drivers and driver/sales workers,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/delivery-truck-drivers-and-driver-sales-workers.htm
956,53-3051.00,"Bus Drivers, School",53-3051,"Bus drivers, school",B313,Bus drivers,Transportation-and-Material-Moving,Transportation,https://www.bls.gov/OOH/transportation-and-material-moving/bus-drivers.htm
